end_station_name,member_casual,count_of_users,,,end_station_name,count_of_users
Public Rack - Maplewood Ave & 63rd St,casual,1,,,,
Public Rack - Kedzie & 103rd St - East,casual,1,,,,
Public Rack - Cicero Ave & Wellington Ave,casual,1,,,,
Public Rack - Evans Ave & 63rd St,casual,1,,,,
Public Rack - Langley Ave & 105th Pl,casual,1,,,,
Public Rack - Halsted St & 76th St,casual,1,,,,
Public Rack - Milwaukee Ave & Waveland Ave,casual,1,,,,
Public Rack - Central Ave & Congress Pkwy,casual,1,,,,
Washtenaw Ave & Madison St,casual,1,,,,
Public Rack - N. Oakview and W. Gregory St,casual,1,,,,
Public Rack - Ashland Ave & 76th St,casual,1,,,,
Public Rack - Chopin Park,casual,1,,,,
Public Rack - Bell Ave & 95th St,casual,1,,,,
Public Rack - Halsted St & 109th St,casual,1,,,,
Public Rack - Torrence Ave  & 106th St,casual,1,,,,
Public Rack - Springfield & 71st,casual,1,,,,
Public Rack - Western Ave & 107th Pl,casual,1,,,,
Public Rack - Vincennes Ave & 99th St,casual,1,,,,
Public Rack - Keeler Ave & 26th St,casual,1,,,,
Public Rack - Christiana Ave & 55th St,casual,1,,,,
Public Rack - Kedzie Ave & Chicago Ave,casual,1,,,,
Public Rack - Greenwood Ave & Lake Park Ave,casual,1,,,,
Public Rack - Pulaski Rd & 65th St,casual,1,,,,
Public Rack - Canty Elementary School,casual,1,,,,
Public Rack - Austin Blvd & North Ave,casual,1,,,,
Public Rack - Cottage Grove Ave & 87th St,casual,1,,,,
Public Rack - Austin & Higgins,casual,1,,,,
Public Rack - Division St & Christiana Ave,casual,1,,,,
Public Rack - Northwest Hwy & Highland Ave,casual,1,,,,
Public Rack - Troy & 71st,casual,1,,,,
Public Rack - East End Ave & 87th St,casual,1,,,,
Public Rack - Northwest Hwy & Bryn Mawr,casual,1,,,,
Public Rack - Kedzie Ave & Walnut St,casual,1,,,,
Public Rack - California & 87th,casual,1,,,,
Public Rack - Central Park & Bryn Mawr,casual,1,,,,
Public Rack - Parnell Ave & 98th St,casual,1,,,,
Public Rack - Ozark Ave & Addison St,casual,1,,,,
Public Rack - Ewing Ave & 105th St,casual,1,,,,
Public Rack - Lawndale Ave & 63rd St,casual,1,,,,
Public Rack - Kimbark Ave & 63rd St,casual,1,,,,
Public Rack - Newland Ave & Diversey Ave,casual,1,,,,
Sacramento Blvd & Polk St,casual,1,,,,
Public Rack - Emerald Ave & 43rd St,casual,1,,,,
Public Rack - Ewing Ave & 95th St,casual,1,,,,
State St & 123rd St,casual,1,,,,
Public Rack - Normal Ave & 111th St,casual,1,,,,
Public Rack - Austin Ave & Roscoe St,casual,1,,,,
Public Rack - Pulaski Rd & 51st Rd,casual,1,,,,
Public Rack - Hiawatha Park,casual,1,,,,
Public Rack - Cottage Grove Ave & 98th St,casual,1,,,,
Public Rack - Ashland Ave & 73rd St,casual,1,,,,
Public Rack - Pulaski & 84th,casual,1,,,,
Public Rack - Stony Island & 87th St,casual,1,,,,
Public Rack - Natoma Ave & Bryn Mawr Ave,casual,1,,,,
Public Rack - St Louis & Columbus,casual,1,,,,
Public Rack - South Shore Dr & 71st St,casual,1,,,,
Public Rack - 4810 Keeler Ave,casual,1,,,,
Indiana Ave & 133rd St,casual,1,,,,
Western Ave & 62nd St,casual,1,,,,
Public Rack - Green St & 103rd St,casual,1,,,,
Public Rack - Ada St & 119th St,casual,1,,,,
Public Rack - Loomis Blvd & 47th St,casual,1,,,,
Public Rack - Western Ave & 111th St - NW,casual,1,,,,
Public Rack - Robert Fulton Elementary School,casual,1,,,,
Public Rack - Western Ave & Jarvis Ave,casual,1,,,,
Public Rack - Loomis St & 87th St,casual,1,,,,
Public Rack - Northwest Hwy & Raven St,casual,1,,,,
Public Rack - Ewing Ave & 101st St,casual,1,,,,
Public Rack - Menard Ave & Madison St,casual,1,,,,
Public Rack - Komensky Ave & 59th St,casual,1,,,,
Public Rack - Princeton Ave & 43rd St,casual,1,,,,
Public Rack - Justine St & 87th St,casual,1,,,,
Public Rack - Ewing Ave & 107th St,casual,1,,,,
Public Rack - Albany Ave & 111th St - NW,casual,1,,,,
Public Rack - Lake Park Ave & 47th St,casual,1,,,,
Public Rack - Avenue M & 132nd St,casual,1,,,,
Public Rack - Western Ave & 98th St,casual,1,,,,
Public Rack - Austin Ave & Wellington Ave,casual,1,,,,
Constance Ave & 95th St,casual,1,,,,
Public Rack - Pulaski Rd & 15th St,casual,1,,,,
Public Rack - Aida Food Market,casual,1,,,,
Public Rack - 63rd St and Nagle Ave,casual,1,,,,
Public Rack - Calumet Ave & Garfield Blvd,casual,1,,,,
Public Rack - Halsted St & 111th St,casual,1,,,,
Public Rack - Parnell Ave & 119th St,casual,1,,,,
Public Rack - Neenah & Archer,casual,1,,,,
Public Rack - Lavergne Ave & Belle Plaine Ave,casual,1,,,,
Avenue L & 114th St,casual,1,,,,
Public Rack - Imlay & Milwaukee,casual,1,,,,
Public Rack - Kedvale Ave & 63rd St W,casual,1,,,,
Streeter Dr & Grand Ave,member,11306,,,,
Clinton St & Washington Blvd,member,7049,,,,
Clark St & Elm St,member,6986,,,,
State St & Chicago Ave,member,6833,,,,
Wells St & Concord Ln,member,6457,,,,
DuSable Lake Shore Dr & North Blvd,member,6246,,,,
Ellis Ave & 55th St,member,6119,,,,
Kingsbury St & Kinzie St,member,6103,,,,
Clark St & Wrightwood Ave,member,5855,,,end_station_name,count_of_users
Sheffield Ave & Fullerton Ave,member,5539,,,Streeter Dr & Grand Ave,11306
Ashland Ave & Division St,member,5446,,,Clinton St & Washington Blvd,7049
Michigan Ave & Lake St,member,5387,,,Clark St & Elm St,6986
State St & 33rd St,member,5292,,,,
Clinton St & Madison St,member,5267,,,,
Ellis Ave & 60th St,member,5224,,,,
Larrabee St & Kingsbury St,member,5131,,,,
Halsted St & Clybourn Ave,member,5127,,,,
University Ave & 57th St,member,4946,,,,
Green St & Madison St,member,4901,,,,
Theater on the Lake,member,4773,,,,
LaSalle St & Illinois St,member,4748,,,,
Clinton St & Lake St,member,4669,,,,
Canal St & Madison St,member,4623,,,,
Broadway & Cornelia Ave,member,4475,,,,
Wells St & Huron St,member,4436,,,,
Pine Grove Ave & Waveland Ave,member,4376,,,,
Millennium Park,member,4345,,,,
Canal St & Adams St,member,4186,,,,
Kimbark Ave & 53rd St,member,4172,,,,
Loomis St & Lexington St,member,3973,,,,
Rush St & Superior St,member,3954,,,,
May St & Taylor St,member,3923,,,,
Damen Ave & Pierce Ave,member,3851,,,,
DuSable Lake Shore Dr & Monroe St,member,3832,,,,
Kingsbury St & Erie St,member,3820,,,,
Peoria St & Jackson Blvd,member,3807,,,,
Broadway & Sheridan Rd,member,3704,,,,
Halsted St & Polk St,member,3690,,,,
Wells St & Hubbard St,member,3680,,,,
Clark St & Winnemac Ave,member,3672,,,,
State St & Kinzie St,member,3669,,,,
Sheffield Ave & Waveland Ave,member,3545,,,,
Columbus Dr & Randolph St,member,3516,,,,
Wilton Ave & Belmont Ave,member,3427,,,,
Southport Ave & Wellington Ave,member,3272,,,,
California Ave & Milwaukee Ave,member,3175,,,,
Wabash Ave & Grand Ave,member,3151,,,,
Clark St & Schiller St,member,3134,,,,
Federal St & Polk St,member,3062,,,,
Franklin St & Jackson Blvd,member,3062,,,,
Morgan St & Polk St,member,3030,,,,
Clarendon Ave & Gordon Ter,member,3005,,,,
Racine Ave & Fullerton Ave,member,2993,,,,
New St & Illinois St,member,2960,,,,
Honore St & Division St,member,2943,,,,
Dearborn Pkwy & Delaware Pl,member,2940,,,,
Mies van der Rohe Way & Chestnut St,member,2940,,,,
Sheffield Ave & Wrightwood Ave,member,2925,,,,
DuSable Lake Shore Dr & Diversey Pkwy,member,2885,,,,
Canal St & Monroe St,member,2876,,,,
Fairbanks Ct & Grand Ave,member,2824,,,,
McClurg Ct & Erie St,member,2810,,,,
Wells St & Evergreen Ave,member,2754,,,,
Clark St & Lincoln Ave,member,2753,,,,
Dearborn St & Monroe St,member,2738,,,,
St. Clair St & Erie St,member,2734,,,,
Lincoln Ave & Diversey Pkwy,member,2729,,,,
Clinton St & Jackson Blvd,member,2722,,,,
Sheffield Ave & Webster Ave,member,2722,,,,
Broadway & Barry Ave,member,2720,,,,
Larrabee St & Webster Ave,member,2717,,,,
Sheffield Ave & Wellington Ave,member,2692,,,,
Dayton St & North Ave,member,2685,,,,
Wabash Ave & Roosevelt Rd,member,2640,,,,
Dearborn St & Erie St,member,2630,,,,
Halsted St & Willow St,member,2628,,,,
Larrabee St & Division St,member,2622,,,,
Broadway & Waveland Ave,member,2541,,,,
Franklin St & Adams St (Temp),member,2501,,,,
Wabash Ave & 9th St,member,2492,,,,
Wells St & Polk St,member,2481,,,,
Shedd Aquarium,member,2473,,,,
LaSalle Dr & Huron St,member,2462,,,,
LaSalle St & Jackson Blvd,member,2455,,,,
Wabash Ave & Wacker Pl,member,2436,,,,
Indiana Ave & Roosevelt Rd,member,2418,,,,
Wood St & Chicago Ave,member,2355,,,,
Calumet Ave & 33rd St,member,2346,,,,
Sangamon St & Lake St,member,2329,,,,
Clark St & Randolph St,member,2320,,,,
Franklin St & Lake St,member,2318,,,,
Desplaines St & Kinzie St,member,2293,,,,
Franklin St & Illinois St,member,2286,,,,
Lincoln Ave & Fullerton Ave,member,2284,,,,
Wells St & Elm St,member,2254,,,,
Greenview Ave & Fullerton Ave,member,2221,,,,
Bissell St & Armitage Ave*,member,2218,,,,
Jefferson St & Monroe St,member,2201,,,,
Aberdeen St & Jackson Blvd,member,2189,,,,
Milwaukee Ave & Grand Ave,member,2185,,,,
Clark St & Newport St,member,2173,,,,
Canal St & Jackson Blvd,member,2149,,,,
Sheridan Rd & Montrose Ave,member,2137,,,,
Clark St & Chicago Ave,member,2083,,,,
Sheffield Ave & Kingsbury St,member,2078,,,,
Michigan Ave & Washington St,member,2058,,,,
Daley Center Plaza,member,2052,,,,
Wabash Ave & 16th St,member,2045,,,,
Aberdeen St & Monroe St,member,2031,,,,
Broadway & Berwyn Ave,member,2015,,,,
Rush St & Cedar St,member,2004,,,,
Lake Park Ave & 56th St,member,1992,,,,
Halsted St & Roosevelt Rd,member,1972,,,,
Field Blvd & South Water St,member,1969,,,,
Rhodes Ave & 32nd St,member,1956,,,,
Broadway & Thorndale Ave,member,1941,,,,
Elizabeth St & Fulton St,member,1938,,,,
DuSable Lake Shore Dr & Wellington Ave,member,1935,,,,
Southport Ave & Clybourn Ave,member,1920,,,,
Green St & Randolph St*,member,1909,,,,
Damen Ave & Chicago Ave,member,1902,,,,
Damen Ave & Division St,member,1892,,,,
Orleans St & Merchandise Mart Plaza,member,1891,,,,
Sheridan Rd & Buena Ave,member,1889,,,,
Racine Ave & Belmont Ave,member,1885,,,,
Mies van der Rohe Way & Chicago Ave,member,1882,,,,
Aberdeen St & Randolph St,member,1877,,,,
Carpenter St & Huron St,member,1870,,,,
Ravenswood Ave & Lawrence Ave,member,1856,,,,
Ogden Ave & Chicago Ave,member,1855,,,,
Wolcott Ave & Polk St,member,1852,,,,
Clark St & Leland Ave,member,1852,,,,
Wilton Ave & Diversey Pkwy,member,1847,,,,
Southport Ave & Belmont Ave,member,1822,,,,
Franklin St & Monroe St,member,1819,,,,
Damen Ave & Thomas St (Augusta Blvd),member,1808,,,,
State St & Pearson St,member,1792,,,,
Western Ave & Leland Ave,member,1782,,,,
Michigan Ave & 14th St,member,1776,,,,
Sheridan Rd & Irving Park Rd,member,1769,,,,
McClurg Ct & Ohio St,member,1763,,,,
Sedgwick St & North Ave,member,1742,,,,
Franklin St & Chicago Ave,member,1735,,,,
Stockton Dr & Wrightwood Ave,member,1710,,,,
Blue Island Ave & 18th St,member,1707,,,,
Clark St & Montrose Ave,member,1706,,,,
MLK Jr Dr & 29th St,member,1705,,,,
Paulina St & Flournoy St,member,1701,,,,
Lincoln Park Conservatory,member,1686,,,,
Wacker Dr & Washington St,member,1675,,,,
Racine Ave & Wrightwood Ave,member,1672,,,,
Michigan Ave & 8th St,member,1670,,,,
Sedgwick St & Huron St,member,1664,,,,
Broadway & Belmont Ave,member,1639,,,,
900 W Harrison St,member,1625,,,,
Halsted St & Dickens Ave,member,1621,,,,
Clark St & Drummond Pl,member,1596,,,,
State St & Randolph St,member,1592,,,,
Sedgwick St & Webster Ave,member,1590,,,,
Ellis Ave & 58th St,member,1573,,,,
Halsted St & Wrightwood Ave,member,1570,,,,
Emerald Ave & 31st St,member,1558,,,,
Southport Ave & Waveland Ave,member,1546,,,,
Ashland Ave & Grace St,member,1546,,,,
Ritchie Ct & Banks St,member,1537,,,,
State St & 35th St,member,1531,,,,
Hermitage Ave & Polk St,member,1508,,,,
DuSable Lake Shore Dr & Belmont Ave,member,1503,,,,
Dearborn St & Adams St,member,1499,,,,
Shore Dr & 55th St,member,1488,,,,
Morgan Ave & 14th Pl,member,1486,,,,
Damen Ave & Grand Ave,member,1481,,,,
Ada St & Washington Blvd,member,1477,,,,
Wells St & Institute Pl,member,1473,,,,
Clark St & Grace St,member,1471,,,,
Ashland Ave & Blackhawk St,member,1466,,,,
Ogden Ave & Race Ave,member,1445,,,,
Seeley Ave & Roscoe St,member,1433,,,,
Lincoln Ave & Belmont Ave (Temp),member,1422,,,,
Clinton St & Roosevelt Rd,member,1410,,,,
Southport Ave & Roscoe St,member,1399,,,,
Woodlawn Ave & 55th St,member,1394,,,,
Loomis St & Jackson Blvd,member,1372,,,,
Rush St & Hubbard St,member,1360,,,,
Desplaines St & Jackson Blvd,member,1359,,,,
Western Ave & Division St,member,1349,,,,
Clark St & Lake St,member,1347,,,,
Wells St & Walton St,member,1347,,,,
Ashland Ave & Wellington Ave,member,1343,,,,
Larrabee St & Menomonee St,member,1339,,,,
Michigan Ave & Oak St,member,1334,,,,
State St & Van Buren St,member,1329,,,,
Halsted St & Fulton St,member,1320,,,,
Indiana Ave & 31st St,member,1312,,,,
Desplaines St & Randolph St,member,1308,,,,
Clarendon Ave & Junior Ter,member,1306,,,,
Western Ave & Walton St,member,1299,,,,
Western Ave & Winnebago Ave,member,1295,,,,
Pine Grove Ave & Irving Park Rd,member,1283,,,,
Stetson Ave & South Water St,member,1267,,,,
Halsted St & Maxwell St,member,1265,,,,
Lakeview Ave & Fullerton Pkwy,member,1265,,,,
State St & Harrison St,member,1243,,,,
Fairbanks St & Superior St,member,1223,,,,
LaSalle St & Adams St,member,1218,,,,
Broadway & Wilson Ave,member,1206,,,,
Clybourn Ave & Division St,member,1202,,,,
Wabash Ave & Adams St,member,1198,,,,
Lakefront Trail & Wilson Ave,member,1194,,,,
Clark St & Berwyn Ave,member,1192,,,,
Delano Ct & Roosevelt Rd,member,1181,,,,
Damen Ave & Cortland St,member,1177,,,,
Ashland Ave & 13th St,member,1168,,,,
Burling St & Diversey Pkwy,member,1160,,,,
Southport Ave & Irving Park Rd,member,1157,,,,
Racine Ave & Washington Blvd,member,1157,,,,
Damen Ave & Wellington Ave,member,1140,,,,
Orleans St & Chestnut St (NEXT Apts),member,1139,,,,
Clifton Ave & Armitage Ave,member,1117,,,,
Sheridan Rd & Noyes St (NU),member,1115,,,,
Marine Dr & Ainslie St,member,1114,,,,
Clark St & Armitage Ave,member,1095,,,,
Michigan Ave & Madison St,member,1093,,,,
Cityfront Plaza Dr & Pioneer Ct,member,1090,,,,
Ashland Ave & Wrightwood Ave,member,1087,,,,
California Ave & Division St,member,1086,,,,
Clinton St & Tilden St,member,1069,,,,
Wood St & Augusta Blvd,member,1067,,,,
Lincoln Ave & Belle Plaine Ave,member,1062,,,,
Orleans St & Hubbard St,member,1060,,,,
Clark St & Bryn Mawr Ave,member,1059,,,,
Racine Ave & Randolph St,member,1052,,,,
Sheridan Rd & Lawrence Ave,member,1028,,,,
Broadway & Ridge Ave,member,1027,,,,
Halsted St & Roscoe St,member,1027,,,,
Lincoln Ave & Roscoe St*,member,1014,,,,
Calumet Ave & 21st St,member,1012,,,,
Benson Ave & Church St,member,1011,,,,
Clark St & North Ave,member,1007,,,,
Wolcott (Ravenswood) Ave & Montrose Ave,member,1006,,,,
Paulina St & 18th St,member,999,,,,
Clarendon Ave & Leland Ave,member,999,,,,
Green St & Washington Blvd,member,997,,,,
Racine Ave & Congress Pkwy,member,992,,,,
Campbell Ave & Montrose Ave,member,989,,,,
Western Ave & Roscoe St,member,988,,,,
California Ave & Cortez St,member,986,,,,
Wentworth Ave & Cermak Rd,member,975,,,,
Cornell Ave & Hyde Park Blvd,member,963,,,,
Harper Ave & 59th St,member,958,,,,
Calumet Ave & 18th St,member,957,,,,
Kedzie Ave & Milwaukee Ave,member,944,,,,
Blackstone Ave & Hyde Park Blvd,member,943,,,,
Field Museum,member,942,,,,
Elston Ave & Cortland St,member,940,,,,
Leavitt St & Chicago Ave,member,927,,,,
Wood St & Milwaukee Ave,member,925,,,,
Shields Ave & 28th Pl,member,921,,,,
Paulina St & Montrose Ave,member,893,,,,
Wood St & Taylor St (Temp),member,875,,,,
Damen Ave & Sunnyside Ave,member,875,,,,
Wood St & Hubbard St,member,870,,,,
Larrabee St & Oak St,member,868,,,,
Logan Blvd & Elston Ave,member,868,,,,
Racine Ave & 18th St,member,863,,,,
Clark St & Ida B Wells Dr,member,862,,,,
Clark St & Wellington Ave,member,861,,,,
Larrabee St & North Ave,member,859,,,,
Paulina Ave & North Ave,member,854,,,,
Financial Pl & Ida B Wells Dr,member,849,,,,
Ashland Ave & Chicago Ave,member,848,,,,
Dearborn St & Van Buren St,member,847,,,,
Throop St & Taylor St,member,843,,,,
Ellis Ave & 53rd St,member,842,,,,
Sheffield Ave & Willow St,member,842,,,,
Larrabee St & Armitage Ave,member,836,,,,
Ashland Ave & Lake St,member,836,,,,
Rockwell St & Eastwood Ave,member,833,,,,
California Ave & Montrose Ave,member,832,,,,
Sangamon St & Washington Blvd,member,825,,,,
Dusable Harbor,member,817,,,,
Greenview Ave & Jarvis Ave,member,804,,,,
Clark St & 9th St (AMLI),member,804,,,,
Emerald Ave & 28th St,member,800,,,,
Ravenswood Ave & Irving Park Rd,member,798,,,,
Clinton St & 18th St,member,798,,,,
Wentworth Ave & 33rd St,member,795,,,,
Michigan Ave & 18th St,member,782,,,,
Sedgwick St & Schiller St,member,781,,,,
Albany Ave & Bloomingdale Ave,member,779,,,,
Leavitt St & North Ave,member,778,,,,
Southport Ave & Wrightwood Ave,member,776,,,,
Greenview Ave & Diversey Pkwy,member,774,,,,
Broadway & Argyle St,member,770,,,,
Milwaukee Ave & Wabansia Ave,member,762,,,,
Ogden Ave & Congress Pkwy,member,747,,,,
Michigan Ave & Ida B Wells Dr,member,736,,,,
Clark St & Elmdale Ave,member,735,,,,
Lincoln Ave & Sunnyside Ave,member,733,,,,
Milwaukee Ave & Rockwell St,member,732,,,,
Ravenswood Ave & Berteau Ave,member,730,,,,
Eckhart Park,member,722,,,,
Hampden Ct & Diversey Ave,member,722,,,,
Winthrop Ave & Lawrence Ave,member,719,,,,
Sheridan Rd & Loyola Ave,member,708,,,,
Ashland Ave & Augusta Blvd,member,705,,,,
N Green St & W Lake St,member,702,,,,
Shields Ave & 31st St,member,696,,,,
LaSalle St & Washington St,member,689,,,,
Sheridan Rd & Argyle St,member,682,,,,
Morgan St & Lake St*,member,668,,,,
Central Park Ave & Bloomingdale Ave,member,658,,,,
Leavitt St & Lawrence Ave,member,650,,,,
Damen Ave & Charleston St,member,640,,,,
Michigan Ave & Pearson St,member,630,,,,
Lake Park Ave & 53rd St,member,626,,,,
Walsh Park,member,612,,,,
Damen Ave & Leland Ave,member,609,,,,
Michigan Ave & Jackson Blvd,member,608,,,,
Leavitt St & Division St,member,606,,,,
Campbell Ave & North Ave,member,605,,,,
Lincoln Ave & Waveland Ave,member,599,,,,
Artesian Ave & Hubbard St,member,594,,,,
Damen Ave & Foster Ave,member,593,,,,
Noble St & Milwaukee Ave,member,573,,,,
Broadway & Granville Ave,member,571,,,,
Canal St & Taylor St,member,571,,,,
Chicago Ave & Sheridan Rd,member,570,,,,
Western Ave & Congress Pkwy,member,568,,,,
Sheridan Rd & Columbia Ave,member,567,,,,
Spaulding Ave & Armitage Ave,member,566,,,,
Troy St & North Ave,member,565,,,,
Fort Dearborn Dr & 31st St,member,560,,,,
Ogden Ave & Roosevelt Rd,member,555,,,,
Racine Ave & 15th St,member,555,,,,
N Carpenter St & W Lake St,member,554,,,,
Orleans St & Elm St,member,551,,,,
Ashland Ave & Grand Ave,member,550,,,,
Lincoln Ave & Addison St,member,544,,,,
Oakley Ave & Irving Park Rd,member,534,,,,
Chicago Ave & Washington St,member,532,,,,
Campbell Ave & Fullerton Ave,member,532,,,,
Richmond St & Diversey Ave,member,528,,,,
Lincoln Ave & Winona St,member,525,,,,
Western Ave & Monroe St,member,525,,,,
Damen Ave & Clybourn Ave,member,519,,,,
Washtenaw Ave & Lawrence Ave,member,517,,,,
Morgan St & 31st St,member,517,,,,
Talman Ave & Addison St,member,514,,,,
Humboldt Blvd & Armitage Ave,member,512,,,,
Greenwood Ave & 47th St,member,509,,,,
Albany Ave & Montrose Ave,member,508,,,,
Adler Planetarium,member,506,,,,
Leavitt St & Addison St,member,505,,,,
Western Ave & Fillmore St,member,502,,,,
McCormick Place,member,502,,,,
Stave St & Armitage Ave,member,492,,,,
Southport Ave & Clark St,member,492,,,,
W Armitage Ave & N Sheffield Ave,member,477,,,,
Wilton Ave & Diversey Pkwy*,member,470,,,,
Wood St & Webster Ave,member,464,,,,
Cottage Grove Ave & 51st St,member,453,,,,
Wentworth Ave & 35th St,member,442,,,,
Leavitt St & Armitage Ave,member,438,,,,
Elston Ave & Wabansia Ave,member,437,,,,
Burnham Harbor,member,435,,,,
Morgan St & 18th St,member,432,,,,
California Ave & Altgeld St,member,430,,,,
Winchester Ave & Elston Ave,member,427,,,,
Halsted St & 18th St,member,424,,,,
Milwaukee Ave & Fullerton Ave,member,421,,,,
Halsted St & 35th St,member,419,,,,
Lakefront Trail & Bryn Mawr Ave,member,416,,,,
Halsted St & 21st St,member,406,,,,
Sheridan Rd & Greenleaf Ave,member,403,,,,
Laflin St & Cullerton St,member,403,,,,
University Library (NU),member,401,,,,
Clark St & Lunt Ave,member,400,,,,
Canal St & Harrison St,member,398,,,,
St. Louis Ave & Fullerton Ave,member,391,,,,
Damen Ave & Cullerton St,member,388,,,,
Glenwood Ave & Morse Ave,member,383,,,,
Drake Ave & Addison St,member,383,,,,
Francisco Ave & Foster Ave,member,382,,,,
Clark St & Schreiber Ave,member,372,,,,
Knox Ave & Montrose Ave,member,366,,,,
Lake Park Ave & 35th St,member,363,,,,
Damen Ave & Walnut (Lake) St,member,360,,,,
Winchester (Ravenswood) Ave & Balmoral Ave,member,357,,,,
Damen Ave & Melrose Ave,member,351,,,,
Elizabeth St & Randolph St,member,347,,,,
Hoyne Ave & Balmoral Ave,member,345,,,,
Central Park Ave & Elbridge Ave,member,344,,,,
Damen Ave & Madison St,member,343,,,,
MLK Jr Dr & Pershing Rd,member,337,,,,
Paulina St & Howard St,member,336,,,,
Keystone Ave & Montrose Ave,member,332,,,,
Lake Park Ave & 47th St,member,323,,,,
California Ave & North Ave,member,323,,,,
Ashland Ave & Belle Plaine Ave,member,314,,,,
Glenwood Ave & Touhy Ave,member,306,,,,
California Ave & Fletcher St,member,305,,,,
Halsted St & Archer Ave,member,304,,,,
State St & 19th St,member,297,,,,
Wells St & 19th St,member,294,,,,
Cannon Dr & Fullerton Ave,member,284,,,,
N Paulina St & Lincoln Ave,member,281,,,,
California Ave & Francis Pl (Temp),member,280,,,,
Kedzie Ave & Lake St,member,278,,,,
Calumet Ave & 35th St,member,276,,,,
Warren Park West,member,275,,,,
Avondale Ave & Irving Park Rd,member,275,,,,
Kedzie Ave & Palmer Ct,member,274,,,,
Leavitt St & Belmont Ave,member,274,,,,
DuSable Museum,member,274,,,,
N Shore Channel Trail & Argyle St,member,272,,,,
Clark St & Columbia Ave,member,269,,,,
Kosciuszko Park,member,264,,,,
Kedzie Ave & Bryn Mawr Ave,member,256,,,,
Montrose Harbor,member,254,,,,
California Ave & Byron St,member,252,,,,
Wabash Ave & Cermak Rd,member,250,,,,
Bernard St & Elston Ave,member,250,,,,
Troy St & Elston Ave,member,245,,,,
State St & 29th St,member,245,,,,
Drake Ave & Montrose Ave,member,241,,,,
Racine Ave & 35th St,member,241,,,,
Central St Metra,member,240,,,,
Eastlake Ter & Howard St,member,236,,,,
Western Ave & Granville Ave,member,234,,,,
Racine Ave & 13th St,member,232,,,,
Rockwell St & Fletcher St,member,231,,,,
May St & Cullerton St,member,230,,,,
Avers Ave & Belmont Ave,member,229,,,,
Elston Ave & George St,member,226,,,,
Halsted St & North Branch St,member,225,,,,
Central Park Ave & North Ave,member,224,,,,
California Ave & Francis Pl,member,222,,,,
Western Ave & Lunt Ave,member,221,,,,
Wallace St & 35th St,member,219,,,,
Wentworth Ave & 24th St (Temp),member,218,,,,
Kenosha & Wellington,member,210,,,,
Claremont Ave & Hirsch St,member,196,,,,
Monticello Ave & Irving Park Rd,member,193,,,,
Spaulding Ave & Division St,member,192,,,,
Cottage Grove Ave & 63rd St,member,189,,,,
Warren Park East,member,189,,,,
Cherry Ave & Blackhawk St,member,188,,,,
Ashland Ave & Archer Ave,member,187,,,,
Loomis St & Archer Ave,member,186,,,,
Wood St & 35th St,member,186,,,,
Budlong Woods Library,member,185,,,,
Manor Ave & Leland Ave,member,184,,,,
Malcolm X College,member,183,,,,
Keystone Ave & Fullerton Ave,member,183,,,,
Indiana Ave & 26th St,member,182,,,,
Kimball Ave & Belmont Ave,member,182,,,,
Cottage Grove Ave & 47th St,member,171,,,,
State St & 95th St,member,169,,,,
Prairie Ave & Garfield Blvd,member,168,,,,
Leavitt St & Archer Ave,member,162,,,,
Kedzie Ave & George St,member,161,,,,
Cottage Grove Ave & Oakwood Blvd,member,161,,,,
Western Ave & Berteau Ave,member,159,,,,
N Sheffield Ave & W Wellington Ave,member,159,,,,
Ridge Blvd & Touhy Ave,member,158,,,,
Maplewood Ave & Peterson Ave,member,156,,,,
St. Louis Ave & Balmoral Ave,member,156,,,,
Museum of Science and Industry,member,153,,,,
Western Ave & 21st St,member,153,,,,
Woodlawn Ave & Lake Park Ave,member,153,,,,
Troy St & Grace St,member,153,,,,
Elmwood Ave & Austin St,member,152,,,,
Western Ave & 24th St,member,149,,,,
W Oakdale Ave & N Broadway,member,147,,,,
Kilbourn Ave & Irving Park Rd,member,147,,,,
N Southport Ave & W Newport Ave,member,145,,,,
MTV Hubbard St,member,145,,,,
Wentworth Ave & Cermak Rd*,member,142,,,,
Princeton Ave & 47th St,member,139,,,,
Rockwell St & Cermak Rd,member,139,,,,
Francisco Ave & Montrose Ave,member,138,,,,
Public Rack - Kostner Ave & Armitage Ave,member,135,,,,
2112 W Peterson Ave,member,132,,,,
Kostner Ave & Adams St,member,131,,,,
South Shore Dr & 67th St,member,129,,,,
Dodge Ave & Main St,member,128,,,,
Clark St & Jarvis Ave,member,127,,,,
Smith Park,member,127,,,,
Campbell Ave & Augusta Blvd,member,126,,,,
May St & 69th St,member,125,,,,
Kedzie Ave & Chicago Ave,member,122,,,,
Clinton St & Polk St,member,121,,,,
Dodge Ave & Church St,member,118,,,,
Ridge Blvd & Howard St,member,117,,,,
Kedzie Ave & Leland Ave,member,116,,,,
Western Ave & Gunnison St,member,115,,,,
California Ave & Winona St,member,113,,,,
Cottage Grove Ave & 43rd St,member,113,,,,
Christiana Ave & Lawrence Ave,member,111,,,,
Jeffery Blvd & 67th St,member,110,,,,
Oakley Ave & Touhy Ave,member,109,,,,
Eggleston Ave & 69th St,member,109,,,,
Kedzie Ave & Foster Ave,member,107,,,,
Clark St & Touhy Ave,member,106,,,,
Buckingham Fountain,member,104,,,,
Chicago State University,member,104,,,,
