start_station_name,member_casual,count_of_users,,,start_station_name,count_of_users
Public Rack - Central Ave & Corcoran Pl,casual,3,,,,
Public Rack - Kedzie Ave & 63rd St,casual,3,,,,
Public Rack - Robert Fulton Elementary School,casual,3,,,,
Public Rack - Lawndale & 63rd St,casual,3,,,,
Public Rack - East End Ave & 87th St,casual,3,,,,
Public Rack - Menard Ave & Agusta Blvd,casual,3,,,,
Public Rack - Cicero & 64th,casual,3,,,,
Public Rack - Winchester Ave & 87th St,casual,3,,,,
Public Rack - Spaulding Ave & Foster Ave,casual,3,,,,
Public Rack - Racine Ave & 109th Pl,casual,3,,,,
Public Rack - Pulaski & 74th,casual,3,,,,
Public Rack - Western Ave & 92nd Pl,casual,3,,,,
Public Rack - Fullerton Ave & Lavergne Ave,casual,3,,,,
Public Rack - California Ave & Devon Ave - NW,casual,3,,,,
Public Rack - California & 87th,casual,3,,,,
Public Rack - Bell Ave & 95th St,casual,3,,,,
Public Rack - Prairie Ave & 85th St,casual,3,,,,
Public Rack - Western Ave & 111th St - NW,casual,3,,,,
Public Rack - Houston Ave & 131st St,casual,3,,,,
Public Rack - Troy & 71st,casual,3,,,,
Public Rack - Ewing Ave & 99th St,casual,2,,,,
Ada St & 113th St,casual,2,,,,
Public Rack - Brighton Park Branch Chicago Library,casual,2,,,,
Public Rack - Keeler Ave & 26th St,casual,2,,,,
Public Rack - Pittsburgh Ave & Irving Park,casual,2,,,,
Public Rack - Piotrowski Park,casual,2,,,,
Public Rack - Austin Blvd & North Ave,casual,2,,,,
Public Rack - Homan Ave & Roosevelt,casual,2,,,,
Public Rack - Ashland Ave & 73rd St,casual,2,,,,
Public Rack - Justine St & 87th St,casual,2,,,,
Public Rack - Pulaski & 84th,casual,2,,,,
Public Rack - Mason & Archer,casual,2,,,,
Public Rack - Minuteman Park,casual,2,,,,
Public Rack - Ottowa Ave & Touhy Ave,casual,2,,,,
Public Rack - Bryn Mawr Ave & Spaulding Ave,casual,2,,,,
Public Rack - Austin Ave & Archer Ave,casual,2,,,,
Public Rack - Western & 74th,casual,2,,,,
Public Rack - Loomis Blvd & 83rd St,casual,2,,,,
Public Rack - Wentworth Ave & 103rd St,casual,2,,,,
Public Rack - Woodlawn Ave & 63rd St S,casual,2,,,,
Public Rack - St Louis & Columbus,casual,2,,,,
Washtenaw Ave & Madison St,casual,2,,,,
Public Rack - Ewing Ave & 106th St,casual,2,,,,
Public Rack - Kedzie & 73rd,casual,2,,,,
Damen Ave & 33rd St,casual,2,,,,
Public Rack - Osceola Ave & Touhy Ave,casual,2,,,,
Public Rack - Western Ave & 111th St - SE,casual,2,,,,
Public Rack - Claremont Ave & 71st St,casual,2,,,,
Wentworth Ave & 104th St,casual,2,,,,
Public Rack - Canfield & Victoria,casual,2,,,,
Public Rack - Neola & Northwest Hwy,casual,2,,,,
Public Rack - Western Ave & 118th St,casual,2,,,,
Public Rack - Kedvale Ave & Avondale Ave,casual,2,,,,
Public Rack - Devon Ave & Minnehaha Ave (east),casual,2,,,,
Public Rack - Homan Ave & Lake St,casual,2,,,,
Public Rack - Parkside & 63rd,casual,2,,,,
Public Rack - St Louis & Lincoln,casual,2,,,,
Public Rack - Linder & 51st,casual,2,,,,
Public Rack - Keating & Peterson,casual,2,,,,
Public Rack - Kostner Ave & Wrightwood Ave,casual,2,,,,
Public Rack - Cornell Ave & 87th Pl,casual,2,,,,
Public Rack - Montrose Ave & Lavergne Ave,casual,2,,,,
Public Rack - Oketo & Talcott,casual,2,,,,
Public Rack - Central Ave & George St,casual,2,,,,
Public Rack - Albany Ave & 111th St - NW,casual,2,,,,
Public Rack - Kenneth Ave & 63rd St W,casual,2,,,,
Public Rack - Central Ave & North Ave,casual,2,,,,
Public Rack - California & 82nd,casual,2,,,,
Public Rack - Kedzie & 71st,casual,2,,,,
Public Rack - Stony Island & 87th St,casual,2,,,,
Public Rack - Kedvale Ave & Peterson Ave,casual,2,,,,
Public Rack - Sayer & Northwest Hwy,casual,2,,,,
Public Rack - Hiawatha & Mendota,casual,2,,,,
Public Rack - Damen Ave & 47th St,casual,2,,,,
Public Rack - Menard Ave & Belmont Ave,casual,2,,,,
Public Rack - Avers & Granville,casual,2,,,,
Public Rack - Wilbur Wright College South,casual,2,,,,
Public Rack - Vincennes Ave & 95th St,casual,2,,,,
California Ave & 29th St,casual,2,,,,
Public Rack - Kolin Ave & Archer Ave,casual,2,,,,
Public Rack - Western Ave & 98th St,casual,2,,,,
Public Rack - Eggleston Ave & 115th St,casual,2,,,,
Public Rack - Central Park & Peterson,casual,2,,,,
Public Rack - McVicker Ave & Grand Ave,casual,2,,,,
Public Rack - Rutherford & 53rd,casual,2,,,,
Public Rack - Northwest Hwy & Neva Ave,casual,2,,,,
Public Rack - Horner & 85th,casual,2,,,,
Public Rack - Leoti Ave & Central Ave (south),casual,2,,,,
Public Rack - Laflin St & 79th St,casual,2,,,,
Public Rack - Ashland Ave & 63rd St,casual,2,,,,
Public Rack - Oak Park & Higgins,casual,2,,,,
Tripp Ave & 15th St,casual,2,,,,
Public Rack - Wolcott Ave & 61st St,casual,2,,,,
Public Rack - Ewing Ave & 107th St,casual,2,,,,
Public Rack - Komensky Ave & 59th St,casual,2,,,,
Public Rack - Indiana Ave & 111th St,casual,2,,,,
Public Rack - Newcastle Ave & Belmont Ave,casual,2,,,,
Public Rack - Peterson Ave & Milwaukee Ave,casual,2,,,,
Public Rack - Panama Ave & Forest Preserve Ave,casual,2,,,,
Rhodes Ave & 71st St,casual,2,,,,
Public Rack - Langley Ave & 49th St,casual,2,,,,
Public Rack - Cottage Grove & 85th St,casual,2,,,,
Public Rack - Kedzie Ave & 64th St - SE,casual,2,,,,
Public Rack - Perry Ave & 108th Pl,casual,2,,,,
Public Rack - Kimbark Ave & 63rd St,casual,2,,,,
Public Rack - Kildare Ave & Division St,casual,2,,,,
Public Rack - Devon Ave & Central Ave,casual,2,,,,
Public Rack - Kildare Ave & 63rd St,casual,2,,,,
Public Rack - Nagel & Higgins,casual,2,,,,
Public Rack - Central & Berteau,casual,2,,,,
Public Rack - Talman Ave & 51st St,casual,2,,,,
Public Rack - Percy Julian HS,casual,2,,,,
Public Rack - Mozart & 79th,casual,2,,,,
Public Rack - Komensky Ave & 26th St,casual,2,,,,
Public Rack - Neva & Foster,casual,1,,,,
Public Rack - Honore St & 87th St - SE,casual,1,,,,
Public Rack - Oak Park Ave & Foster Ave,casual,1,,,,
Public Rack - State St & 47th st,casual,1,,,,
Carpenter St & 63rd St,casual,1,,,,
Public Rack - Pulaski Rd & 41st,casual,1,,,,
Public Rack - Wrightwood Metra Station,casual,1,,,,
Public Rack - Pulaski Rd & Flournoy St,casual,1,,,,
Public Rack - Northwest Hwy & Bryn Mawr,casual,1,,,,
Public Rack - Champlain Ave & 134th St,casual,1,,,,
Public Rack - Pulaski Rd & Lake St,casual,1,,,,
Public Rack - Marquette Rd & 67th St,casual,1,,,,
Public Rack - Commercial Ave & 89th St,casual,1,,,,
Public Rack - Longwood Dr & 111th St,casual,1,,,,
Public Rack - Canty Elementary School,casual,1,,,,
Public Rack - Keeler Ave & 55th St,casual,1,,,,
Public Rack - Yale Ave & 119th St,casual,1,,,,
Public Rack - Newcastle & Archer,casual,1,,,,
Public Rack - Kenton & Lawrence,casual,1,,,,
Public Rack - Yates Blvd & Exchange Ave,casual,1,,,,
Public Rack - Roscoe St & Osceola Ave,casual,1,,,,
Public Rack - Kedzie Ave & Walnut St,casual,1,,,,
Public Rack - Northwest Hwy & Overhill Ave,casual,1,,,,
Public Rack - 83rd Pl & Kedzie Ave N,casual,1,,,,
Public Rack - 10557 S Western Ave,casual,1,,,,
Public Rack - Lake Shore Dr & Hayes Dr,casual,1,,,,
Public Rack - Homan & 79th,casual,1,,,,
Public Rack - Central Park Ave & Ogden Ave,casual,1,,,,
Public Rack - 2302 S Pulaski Rd,casual,1,,,,
Public Rack - California Ave & Touhy Ave - midblock,casual,1,,,,
Public Rack - Ashland Ave & 45th St  S,casual,1,,,,
Public Rack - Pulaski Rd & 51st Rd,casual,1,,,,
Public Rack - W. Talcott & N. Oriole,casual,1,,,,
Public Rack - Baltimore Ave & 134th St,casual,1,,,,
Public Rack - Western Ave & 96th St,casual,1,,,,
Public Rack - Brandon Ave & 91st St,casual,1,,,,
Public Rack - Bishop St & 46th St,casual,1,,,,
Public Rack - Kildare Ave & Division Ave,casual,1,,,,
Public Rack - Albany Ave & 63rd St,casual,1,,,,
Public Rack - Chappel Ave & 71st St,casual,1,,,,
Public Rack - Mulligan & Northwest Hwy,casual,1,,,,
Public Rack - Calumet Ave & 51st St,casual,1,,,,
Public Rack - Kedzie Ave & 64th St - SW,casual,1,,,,
Public Rack - Wallace St & 112 St,casual,1,,,,
Public Rack - Menard Ave & Madison St,casual,1,,,,
Public Rack - Newland Ave & Diversey Ave,casual,1,,,,
Public Rack - Grand Ave & North Ave,casual,1,,,,
Public Rack - Christiana Ave & 55th St,casual,1,,,,
Public Rack - Parnell Ave & 98th St,casual,1,,,,
Public Rack - Northwest Hwy & Highland Ave,casual,1,,,,
Public Rack - Aida Food Market,casual,1,,,,
Public Rack - Independence Blvd & Roosevelt,casual,1,,,,
Public Rack - Halsted St & 63rd St,casual,1,,,,
Public Rack - Strohacker Park,casual,1,,,,
Public Rack - Artesian & 71st,casual,1,,,,
Public Rack - Lorel Ave & Chicago Ave,casual,1,,,,
Public Rack - Irving Park Rd & Parkside Ave,casual,1,,,,
Public Rack - Avenue J & 102nd St,casual,1,,,,
Public Rack - Wabash Ave & 87th St,casual,1,,,,
Public Rack - Christiana Ave & 111th St,casual,1,,,,
Public Rack - Lafayette Ave & 87th St - NW,casual,1,,,,
Public Rack - Throop St & 109th Pl,casual,1,,,,
Public Rack - Kedzie & 103rd St - W,casual,1,,,,
Public Rack - Avenue M & 132nd St,casual,1,,,,
Public Rack - Kostner & Peterson,casual,1,,,,
Public Rack - Ashland Ave & 83rd St,casual,1,,,,
Public Rack - Oketo & Northwest Hwy,casual,1,,,,
Public Rack - Ashland Ave & 74th St,casual,1,,,,
Public Rack - Baltimore Ave & 132nd St,casual,1,,,,
Public Rack - Division St & Christiana Ave,casual,1,,,,
Public Rack - Penn Elementary School / KIPP Ascend Middle School,casual,1,,,,
Public Rack - Leader & Caldwell,casual,1,,,,
Public Rack - Laflin St &51st ST,casual,1,,,,
Public Rack - 63rd & Western Ave S,casual,1,,,,
Public Rack - Mackinaw Ave & 106th St,casual,1,,,,
Public Rack - Pulaski & Ardmore,casual,1,,,,
Public Rack - Avenue J & 112th St,casual,1,,,,
Public Rack - Whipple St & 63rd St,casual,1,,,,
Public Rack - Morgan St & 95th St,casual,1,,,,
Public Rack - Saginaw Ave & 93rd St,casual,1,,,,
Public Rack - Halsted St & 102nd St,casual,1,,,,
Public Rack - Karlov Ave & 26th St,casual,1,,,,
Public Rack - Sacramento Blvd & Division St,casual,1,,,,
Public Rack - Neenah & Dakin,casual,1,,,,
Public Rack - Garfield Park Conservatory,casual,1,,,,
Public Rack - Milwaukee Ave & Warner Ave,casual,1,,,,
Public Rack - Rockwell Ave & 71st St,casual,1,,,,
Public Rack - Western Ave & 111th St - SW,casual,1,,,,
Public Rack - Zapata Academy,casual,1,,,,
Public Rack - Western Ave & 106th St - West,casual,1,,,,
Public Rack - Washtenaw Ave & 63rd St,casual,1,,,,
Public Rack - Chase Ave & Touhy Ave - NW,casual,1,,,,
Public Rack - Milwaukee Ave & Leland Ave,casual,1,,,,
Public Rack - Damen & 87th,casual,1,,,,
Public Rack - Colfax Ave & 83rd St,casual,1,,,,
Public Rack - Cottage Grove Ave & 98th St,casual,1,,,,
Public Rack - Houston Ave & 130th St,casual,1,,,,
Public Rack - Kingston Ave & 75th St,casual,1,,,,
Public Rack - Laflin St & 51st St,casual,1,,,,
Public Rack - Forest Glen & Peterson,casual,1,,,,
Public Rack - Norwood Park,casual,1,,,,
Public Rack - Michele Clark Magnet High School,casual,1,,,,
Public Rack - Kedzie Ave & 54th Pl,casual,1,,,,
Public Rack - Halsted St & 95th St - SW,casual,1,,,,
Public Rack - Vincennes Ave & 77th St,casual,1,,,,
Public Rack - Yates Ave & 100th St,casual,1,,,,
Public Rack - Western Ave & Jarvis Ave,casual,1,,,,
Public Rack - Irving Park Rd & Melvina Ave,casual,1,,,,
Public Rack - Buffalo Ave & 89th St,casual,1,,,,
Public Rack - Princeton Ave & 43rd St,casual,1,,,,
Public Rack - Normandy Ave & Archer Ave,casual,1,,,,
Public Rack - Harlem & Summerdale,casual,1,,,,
Public Rack - Ada St & 119th St,casual,1,,,,
Public Rack - Ozanam Ave & Devon Ave,casual,1,,,,
Public Rack - Pulaski Rd & Roosevelt Rd,casual,1,,,,
Public Rack - Michigan Ave & 67th St,casual,1,,,,
Public Rack - Washington Park Ct & 51st St,casual,1,,,,
Public Rack - Ewing Ave & Indianapolis Ave,casual,1,,,,
Public Rack - Cicero Ave & Le Moyne St - midblock,casual,1,,,,
Public Rack - King Dr & Oakwood Blvd,casual,1,,,,
Public Rack - 10101 S Stony Island Ave,casual,1,,,,
Public Rack - Linder Ave & Archer Ave,casual,1,,,,
Public Rack - Kimbark Ave & 67th St,casual,1,,,,
Halsted St & 104th St,casual,1,,,,
Public Rack - Parkside & Elston,casual,1,,,,
Public Rack - Peterson Ave & Bernard Ave,casual,1,,,,
University Ave & 57th St,member,6903,,,,
Kingsbury St & Kinzie St,member,6674,,,,
Clark St & Elm St,member,6623,,,,
Ellis Ave & 60th St,member,6281,,,,
Clinton St & Washington Blvd,member,6227,,,,
State St & Chicago Ave,member,5113,,,,
Streeter Dr & Grand Ave,member,4753,,,start_station_name,count_of_users
Larrabee St & Kingsbury St,member,4715,,,University Ave & 57th St,6903
Wells St & Elm St,member,4677,,,Kingsbury St & Kinzie St,6674
Ellis Ave & 55th St,member,4537,,,Clark St & Elm St,6623
Wells St & Concord Ln,member,4501,,,,
State St & 33rd St,member,4343,,,,
Dearborn St & Erie St,member,4313,,,,
Wells St & Huron St,member,4308,,,,
Clinton St & Jackson Blvd,member,4232,,,,
Clinton St & Madison St,member,4169,,,,
Canal St & Adams St,member,4168,,,,
Broadway & Barry Ave,member,4161,,,,
Loomis St & Lexington St,member,4138,,,,
Michigan Ave & Lake St,member,4083,,,,
Green St & Madison St,member,3891,,,,
Sheffield Ave & Fullerton Ave,member,3890,,,,
Wabash Ave & Grand Ave,member,3858,,,,
Orleans St & Merchandise Mart Plaza,member,3850,,,,
Wells St & Hubbard St,member,3809,,,,
Clark St & Wrightwood Ave,member,3762,,,,
Ashland Ave & Division St,member,3736,,,,
LaSalle St & Illinois St,member,3733,,,,
Halsted St & Clybourn Ave,member,3689,,,,
Halsted St & Polk St,member,3628,,,,
Dearborn St & Monroe St,member,3626,,,,
St. Clair St & Erie St,member,3621,,,,
Wilton Ave & Belmont Ave,member,3567,,,,
Clark St & Armitage Ave,member,3553,,,,
Pine Grove Ave & Waveland Ave,member,3544,,,,
Broadway & Waveland Ave,member,3513,,,,
Damen Ave & Pierce Ave,member,3480,,,,
Desplaines St & Kinzie St,member,3476,,,,
Clinton St & Lake St,member,3456,,,,
Morgan St & Polk St,member,3437,,,,
Michigan Ave & Washington St,member,3433,,,,
Dearborn Pkwy & Delaware Pl,member,3406,,,,
DuSable Lake Shore Dr & North Blvd,member,3383,,,,
Franklin St & Jackson Blvd,member,3225,,,,
Lincoln Ave & Fullerton Ave,member,3187,,,,
Kingsbury St & Erie St,member,3147,,,,
Columbus Dr & Randolph St,member,3125,,,,
Sheridan Rd & Irving Park Rd,member,3069,,,,
Canal St & Madison St,member,3063,,,,
Peoria St & Jackson Blvd,member,3057,,,,
Racine Ave & Fullerton Ave,member,3043,,,,
Michigan Ave & Oak St,member,3009,,,,
Franklin St & Lake St,member,2997,,,,
Halsted St & Roscoe St,member,2972,,,,
Wabash Ave & Roosevelt Rd,member,2954,,,,
Fairbanks Ct & Grand Ave,member,2936,,,,
Broadway & Cornelia Ave,member,2930,,,,
Indiana Ave & Roosevelt Rd,member,2928,,,,
Daley Center Plaza,member,2927,,,,
Kimbark Ave & 53rd St,member,2918,,,,
Federal St & Polk St,member,2909,,,,
Canal St & Monroe St,member,2872,,,,
Southport Ave & Waveland Ave,member,2870,,,,
Broadway & Sheridan Rd,member,2848,,,,
Millennium Park,member,2794,,,,
Sheffield Ave & Webster Ave,member,2774,,,,
LaSalle St & Jackson Blvd,member,2760,,,,
Franklin St & Monroe St,member,2723,,,,
Rush St & Superior St,member,2719,,,,
Theater on the Lake,member,2698,,,,
State St & Kinzie St,member,2691,,,,
Clark St & Winnemac Ave,member,2685,,,,
Franklin St & Chicago Ave,member,2669,,,,
Ravenswood Ave & Lawrence Ave,member,2667,,,,
McClurg Ct & Ohio St,member,2646,,,,
May St & Taylor St,member,2637,,,,
Larrabee St & Webster Ave,member,2633,,,,
Clark St & Lincoln Ave,member,2593,,,,
Clark St & Schiller St,member,2585,,,,
DuSable Lake Shore Dr & Diversey Pkwy,member,2582,,,,
McClurg Ct & Erie St,member,2579,,,,
Clark St & Randolph St,member,2577,,,,
Sheridan Rd & Montrose Ave,member,2573,,,,
Clark St & Newport St,member,2564,,,,
Aberdeen St & Jackson Blvd,member,2543,,,,
New St & Illinois St,member,2542,,,,
Sheffield Ave & Wellington Ave,member,2513,,,,
MLK Jr Dr & 29th St,member,2505,,,,
DuSable Lake Shore Dr & Belmont Ave,member,2502,,,,
Clark St & Lake St,member,2495,,,,
Calumet Ave & 33rd St,member,2490,,,,
Clark St & Drummond Pl,member,2489,,,,
Canal St & Jackson Blvd,member,2487,,,,
Wells St & Evergreen Ave,member,2476,,,,
Halsted St & Wrightwood Ave,member,2468,,,,
Mies van der Rohe Way & Chicago Ave,member,2460,,,,
Wolcott Ave & Polk St,member,2421,,,,
Southport Ave & Roscoe St,member,2382,,,,
Rush St & Cedar St,member,2372,,,,
Sheffield Ave & Waveland Ave,member,2344,,,,
Wilton Ave & Diversey Pkwy,member,2340,,,,
Sheffield Ave & Kingsbury St,member,2334,,,,
DuSable Lake Shore Dr & Monroe St,member,2328,,,,
Wabash Ave & 9th St,member,2316,,,,
Clark St & Wellington Ave,member,2314,,,,
Sedgwick St & Huron St,member,2297,,,,
Lakeview Ave & Fullerton Pkwy,member,2285,,,,
900 W Harrison St,member,2279,,,,
Clarendon Ave & Gordon Ter,member,2230,,,,
Ogden Ave & Chicago Ave,member,2228,,,,
Sheffield Ave & Wrightwood Ave,member,2215,,,,
Desplaines St & Jackson Blvd,member,2161,,,,
Sedgwick St & Webster Ave,member,2158,,,,
Lincoln Ave & Diversey Pkwy,member,2148,,,,
Pine Grove Ave & Irving Park Rd,member,2143,,,,
Southport Ave & Wellington Ave,member,2138,,,,
Halsted St & Dickens Ave,member,2135,,,,
Wacker Dr & Washington St,member,2125,,,,
Wood St & Milwaukee Ave,member,2123,,,,
Milwaukee Ave & Grand Ave,member,2113,,,,
Ellis Ave & 58th St,member,2110,,,,
State St & Randolph St,member,2076,,,,
Broadway & Belmont Ave,member,2061,,,,
Franklin St & Illinois St,member,2059,,,,
Sangamon St & Lake St,member,2045,,,,
Milwaukee Ave & Wabansia Ave,member,2033,,,,
Clark St & Chicago Ave,member,2025,,,,
Halsted St & Willow St,member,1996,,,,
Aberdeen St & Randolph St,member,1990,,,,
DuSable Lake Shore Dr & Wellington Ave,member,1983,,,,
Sedgwick St & North Ave,member,1976,,,,
Mies van der Rohe Way & Chestnut St,member,1964,,,,
Wells St & Polk St,member,1940,,,,
Racine Ave & Belmont Ave,member,1939,,,,
Larrabee St & Division St,member,1910,,,,
Stockton Dr & Wrightwood Ave,member,1906,,,,
Franklin St & Adams St (Temp),member,1898,,,,
Honore St & Division St,member,1876,,,,
Cityfront Plaza Dr & Pioneer Ct,member,1839,,,,
Wells St & Walton St,member,1828,,,,
Clark St & Grace St,member,1819,,,,
Rush St & Hubbard St,member,1818,,,,
Desplaines St & Randolph St,member,1798,,,,
Clark St & Berwyn Ave,member,1795,,,,
Paulina St & Flournoy St,member,1788,,,,
LaSalle Dr & Huron St,member,1785,,,,
Dayton St & North Ave,member,1781,,,,
Broadway & Wilson Ave,member,1777,,,,
Jefferson St & Monroe St,member,1771,,,,
Carpenter St & Huron St,member,1767,,,,
Ogden Ave & Race Ave,member,1732,,,,
Halsted St & Roosevelt Rd,member,1728,,,,
Ritchie Ct & Banks St,member,1719,,,,
Western Ave & Winnebago Ave,member,1710,,,,
Western Ave & Leland Ave,member,1710,,,,
Stetson Ave & South Water St,member,1709,,,,
State St & Pearson St,member,1707,,,,
Rhodes Ave & 32nd St,member,1691,,,,
Clarendon Ave & Junior Ter,member,1689,,,,
Field Blvd & South Water St,member,1689,,,,
Greenview Ave & Fullerton Ave,member,1683,,,,
California Ave & Milwaukee Ave,member,1656,,,,
Wabash Ave & Wacker Pl,member,1644,,,,
Burling St & Diversey Pkwy,member,1636,,,,
Fairbanks St & Superior St,member,1625,,,,
Michigan Ave & 8th St,member,1614,,,,
Elston Ave & Cortland St,member,1612,,,,
Dearborn St & Adams St,member,1611,,,,
Damen Ave & Cortland St,member,1609,,,,
State St & Van Buren St,member,1606,,,,
Kedzie Ave & Milwaukee Ave,member,1604,,,,
Damen Ave & Chicago Ave,member,1586,,,,
LaSalle St & Washington St,member,1576,,,,
Woodlawn Ave & 55th St,member,1567,,,,
Shedd Aquarium,member,1565,,,,
Aberdeen St & Monroe St,member,1548,,,,
Halsted St & Maxwell St,member,1539,,,,
Orleans St & Hubbard St,member,1537,,,,
Southport Ave & Wrightwood Ave,member,1533,,,,
Larrabee St & Oak St,member,1533,,,,
Montrose Harbor,member,1525,,,,
Sheridan Rd & Buena Ave,member,1518,,,,
Bissell St & Armitage Ave*,member,1514,,,,
Orleans St & Chestnut St (NEXT Apts),member,1503,,,,
Michigan Ave & 14th St,member,1493,,,,
Clark St & Bryn Mawr Ave,member,1479,,,,
Racine Ave & Congress Pkwy,member,1457,,,,
Damen Ave & Division St,member,1454,,,,
Racine Ave & Wrightwood Ave,member,1431,,,,
Wabash Ave & Adams St,member,1426,,,,
Dusable Harbor,member,1425,,,,
Michigan Ave & 18th St,member,1409,,,,
Larrabee St & Armitage Ave,member,1402,,,,
State St & 35th St,member,1391,,,,
Clark St & North Ave,member,1381,,,,
Southport Ave & Belmont Ave,member,1379,,,,
Clark St & Leland Ave,member,1377,,,,
Halsted St & Fulton St,member,1360,,,,
Lake Park Ave & 56th St,member,1356,,,,
Ashland Ave & Blackhawk St,member,1355,,,,
Green St & Washington Blvd,member,1350,,,,
Wood St & Chicago Ave,member,1346,,,,
Sheffield Ave & Willow St,member,1345,,,,
Michigan Ave & Madison St,member,1340,,,,
Throop St & Taylor St,member,1339,,,,
Broadway & Argyle St,member,1338,,,,
Emerald Ave & 31st St,member,1318,,,,
Clifton Ave & Armitage Ave,member,1316,,,,
Broadway & Thorndale Ave,member,1316,,,,
Financial Pl & Ida B Wells Dr,member,1311,,,,
Clybourn Ave & Division St,member,1297,,,,
Lakefront Trail & Bryn Mawr Ave,member,1293,,,,
Clinton St & Roosevelt Rd,member,1283,,,,
Clark St & Montrose Ave,member,1278,,,,
Elizabeth St & Fulton St,member,1270,,,,
Sangamon St & Washington Blvd,member,1255,,,,
Damen Ave & Thomas St (Augusta Blvd),member,1247,,,,
Walsh Park,member,1247,,,,
Lincoln Park Conservatory,member,1245,,,,
Wood St & Taylor St (Temp),member,1225,,,,
Hermitage Ave & Polk St,member,1210,,,,
Damen Ave & Grand Ave,member,1207,,,,
Ada St & Washington Blvd,member,1206,,,,
Southport Ave & Irving Park Rd,member,1205,,,,
Broadway & Berwyn Ave,member,1199,,,,
Larrabee St & North Ave,member,1197,,,,
Ashland Ave & Wellington Ave,member,1158,,,,
N Green St & W Lake St,member,1145,,,,
Southport Ave & Clybourn Ave,member,1142,,,,
Canal St & Taylor St,member,1135,,,,
Eckhart Park,member,1127,,,,
Clark St & Ida B Wells Dr,member,1125,,,,
Western Ave & Division St,member,1116,,,,
Michigan Ave & Jackson Blvd,member,1111,,,,
Marine Dr & Ainslie St,member,1100,,,,
Greenview Ave & Diversey Pkwy,member,1097,,,,
Michigan Ave & Pearson St,member,1092,,,,
Clarendon Ave & Leland Ave,member,1089,,,,
Harper Ave & 59th St,member,1087,,,,
Wood St & Augusta Blvd,member,1077,,,,
Seeley Ave & Roscoe St,member,1069,,,,
Adler Planetarium,member,1064,,,,
LaSalle St & Adams St,member,1059,,,,
Loomis St & Jackson Blvd,member,1054,,,,
Lincoln Ave & Sunnyside Ave,member,1052,,,,
Shore Dr & 55th St,member,1052,,,,
Larrabee St & Menomonee St,member,1049,,,,
Ellis Ave & 53rd St,member,1045,,,,
Paulina Ave & North Ave,member,1045,,,,
Sheridan Rd & Noyes St (NU),member,1035,,,,
Lincoln Ave & Belle Plaine Ave,member,1035,,,,
Logan Blvd & Elston Ave,member,1015,,,,
Leavitt St & North Ave,member,1015,,,,
Cornell Ave & Hyde Park Blvd,member,1013,,,,
Broadway & Ridge Ave,member,1012,,,,
State St & Harrison St,member,1008,,,,
Western Ave & Walton St,member,1004,,,,
Ashland Ave & Grace St,member,995,,,,
Dearborn St & Van Buren St,member,989,,,,
Morgan St & Lake St*,member,986,,,,
California Ave & Cortez St,member,986,,,,
Winthrop Ave & Lawrence Ave,member,985,,,,
Wabash Ave & 16th St,member,983,,,,
Broadway & Granville Ave,member,979,,,,
Calumet Ave & 18th St,member,976,,,,
Ashland Ave & Augusta Blvd,member,965,,,,
Lincoln Ave & Belmont Ave (Temp),member,961,,,,
Ravenswood Ave & Irving Park Rd,member,959,,,,
Orleans St & Elm St,member,953,,,,
Wells St & Institute Pl,member,952,,,,
Noble St & Milwaukee Ave,member,951,,,,
Delano Ct & Roosevelt Rd,member,949,,,,
Lincoln Ave & Roscoe St*,member,936,,,,
Wentworth Ave & Cermak Rd,member,934,,,,
Racine Ave & 18th St,member,913,,,,
Paulina St & Montrose Ave,member,895,,,,
Ashland Ave & Chicago Ave,member,880,,,,
Shields Ave & 31st St,member,874,,,,
Blue Island Ave & 18th St,member,870,,,,
Sheridan Rd & Argyle St,member,868,,,,
Artesian Ave & Hubbard St,member,867,,,,
Indiana Ave & 31st St,member,866,,,,
Sheridan Rd & Lawrence Ave,member,860,,,,
Wolcott (Ravenswood) Ave & Montrose Ave,member,856,,,,
Albany Ave & Bloomingdale Ave,member,847,,,,
Leavitt St & Armitage Ave,member,840,,,,
Campbell Ave & North Ave,member,839,,,,
Blackstone Ave & Hyde Park Blvd,member,837,,,,
Damen Ave & Leland Ave,member,835,,,,
Leavitt St & Division St,member,832,,,,
Stave St & Armitage Ave,member,832,,,,
Damen Ave & Wellington Ave,member,827,,,,
Clark St & 9th St (AMLI),member,826,,,,
Morgan Ave & 14th Pl,member,822,,,,
Ashland Ave & Lake St,member,820,,,,
Lake Park Ave & 53rd St,member,816,,,,
Leavitt St & Chicago Ave,member,809,,,,
Clinton St & Tilden St,member,808,,,,
Benson Ave & Church St,member,797,,,,
Morgan St & 18th St,member,790,,,,
Calumet Ave & 35th St,member,788,,,,
Racine Ave & Washington Blvd,member,788,,,,
Ashland Ave & 13th St,member,771,,,,
Elizabeth St & Randolph St,member,763,,,,
Chicago Ave & Sheridan Rd,member,761,,,,
Damen Ave & Charleston St,member,760,,,,
Ogden Ave & Congress Pkwy,member,751,,,,
Ashland Ave & Wrightwood Ave,member,751,,,,
Fort Dearborn Dr & 31st St,member,749,,,,
Michigan Ave & Ida B Wells Dr,member,745,,,,
Lincoln Ave & Waveland Ave,member,742,,,,
Damen Ave & Sunnyside Ave,member,742,,,,
Lakefront Trail & Wilson Ave,member,741,,,,
Hampden Ct & Diversey Ave,member,737,,,,
