month,start_station_name,member_casual,count_of_users
7,Public Rack - 83rd Pl & Kedzie Ave N,casual,1
7,Public Rack - 10557 S Western Ave,casual,1
7,Public Rack - Lake Shore Dr & Hayes Dr,casual,1
7,Public Rack - Homan & 79th,casual,1
7,South Chicago Ave & 83rd St,casual,1
7,Public Rack - Central Park Ave & Ogden Ave,casual,1
1,Public Rack - Avenue J & 112th St,casual,1
1,Public Rack - Hyde Park Blvd & 55th St,casual,1
1,Public Rack - Menard Ave & Agusta Blvd,casual,1
1,Tripp Ave & 31st St,casual,1
1,Oglesby Ave & 100th St,casual,1
1,Evans Ave & 75th St,casual,1
1,Public Rack - Christiana Ave & Archer Ave,casual,1
1,Public Rack - Kedzie Ave & 58th St,casual,1
1,Lamon Ave & Chicago Ave,casual,1
1,Public Rack - Cicero Ave & Cortland St - midblock,casual,1
1,Virginia Ave & Catalpa Ave,casual,1
1,Homewood Ave & 115th St,casual,1
1,Public Rack - Kimbark Ave & 63rd St,casual,1
1,Elmwood Ave & Austin St,casual,1
1,Public Rack - 111th St - Morgan Park Metra,casual,1
2,Halsted St & 51st St,casual,1
2,Ashland Ave & Garfield Blvd,casual,1
2,Public Rack - Western Ave & 92nd Pl,casual,1
2,Public Rack - Whipple St & 63rd St,casual,1
2,Burnham Greenway & 112th St,casual,1
2,Public Rack - Kildare Ave & Division St,casual,1
2,Stony Island Ave & 64th St,casual,1
2,Public Rack - Morgan St & 95th St,casual,1
2,Archer Ave & 43rd St,casual,1
2,Fullerton & Monitor,casual,1
2,Public Rack - Kedzie Ave & 54th St - SE,casual,1
2,Public Rack - Menard Ave & Dakin St - midblock,casual,1
2,Public Rack - Saginaw Ave & 93rd St,casual,1
3,Kostner Ave & Adams St,casual,1
2,Ashland Ave & 78th St,casual,1
3,Public Rack - Kostner Ave & Wrightwood Ave,casual,1
3,Public Rack - Austin Ave & Wrightwood Ave,casual,1
2,State St & Pershing Rd,casual,1
3,Public Rack - Halsted St & 102nd St,casual,1
3,Public Rack - Hamilton Ave & 95th St,casual,1
3,Public Rack - Keystone Ave & North Ave,casual,1
3,Public Rack - Fullerton Ave & Narragansett Ave,casual,1
3,Public Rack - Ashland Ave & 71st St,casual,1
3,Public Rack - Jonathan Y Scammon Public School,casual,1
3,Central Park Blvd & 5th Ave,casual,1
3,Dauphin Ave & 87th St,casual,1
4,Public Rack - Halsted St & 76th St,casual,1
3,Public Rack - Christiana Ave & Lawrence Ave,casual,1
3,Public Rack - Kedzie Ave & 61st Pl E,casual,1
4,Stony Island Ave & 71st St,casual,1
4,Public Rack - Karlov Ave & 26th St,casual,1
4,Damen Ave & 51st St,casual,1
4,Narragansett & Irving Park,casual,1
4,Stewart Ave & 63rd St,casual,1
4,Public Rack - Newcastle Ave & Belmont Ave,casual,1
4,Public Rack - Kedzie Ave & 54th St - SW,casual,1
4,Public Rack - Kimbark Ave & 63rd St,casual,1
4,Burnham Greenway & 112th St,casual,1
4,Public Rack - Avondale Ave & Addison St,casual,1
4,Calumet Park,casual,1
5,Public Rack - Karlov Ave & Milwaukee Ave,casual,1
5,Public Rack - Sacramento Blvd & Division St,casual,1
5,Public Rack - Lavergne & Lawrence,casual,1
5,Public Rack - Neenah & Dakin,casual,1
5,Public Rack - Garfield Park Conservatory,casual,1
5,Public Rack - Christiana Ave & Archer Ave,casual,1
5,Public Rack - Hamlin Ave & Grand Ave,casual,1
5,Kilpatrick Ave & Grand Ave,casual,1
5,Public Rack - Racine Ave & 74th St,casual,1
5,Public Rack - Parkside & 63rd,casual,1
5,Public Rack - Nagel & Higgins,casual,1
5,Kildare Ave & Chicago Ave,casual,1
5,Hamlin Ave & 62nd Pl,casual,1
5,Public Rack - Menard Ave & Grand Ave,casual,1
5,Public Rack - Lawndale Ave & Diversey Ave,casual,1
6,Public Rack - Central & Berteau,casual,1
5,Public Rack - Lynch & Elston,casual,1
5,Panama Ave & Grace St,casual,1
6,Public Rack - Milwaukee Ave & Warner Ave,casual,1
5,Public Rack - Rockwell Ave & 71st St,casual,1
6,Public Rack - Laramie Ave & Grand Ave,casual,1
6,Public Rack - Christiana Ave & Archer Ave,casual,1
6,Public Rack - Marshfield Ave & 45th St,casual,1
6,St Louis Ave & Norman Bobbins Ave,casual,1
6,Public Rack - Western Ave & 111th St - SW,casual,1
6,Vincennes Ave & 75th St,casual,1
6,Public Rack - Harper Ave & 63rd St,casual,1
6,Public Rack - Rockwell Ave & Touhy Ave ,casual,1
6,Halsted St & 56th St,casual,1
6,Yates Blvd & 93rd St,casual,1
6,Public Rack - Campbell Ave & Pratt Blvd,casual,1
6,Public Rack - Troy & 71st,casual,1
6,Public Rack - Chopin Park,casual,1
7,Public Rack - Christiana Ave & Archer Ave,casual,1
7,Bennett Ave & 79th St,casual,1
6,Racine Ave & 61st St,casual,1
6,Ashland Ave & 63rd St,casual,1
7,Public Rack - Zapata Academy,casual,1
7,Public Rack - State ST & 42nd St,casual,1
7,Public Rack - Peterson Ave & Milwaukee Ave,casual,1
7,Public Rack - Western Ave & 106th St - West,casual,1
7,Public Rack - Emerald Ave & 43rd St,casual,1
7,Public Rack - Cicero Ave & Cortland St - midblock,casual,1
7,Evans Ave & 75th St,casual,1
7,Public Rack - Ottowa Ave & Touhy Ave,casual,1
7,Eggleston Ave & 92nd St,casual,1
7,MLK Jr Dr & 56th St,casual,1
7,Public Rack - Washtenaw Ave & 63rd St,casual,1
7,Public Rack - Odell & Talcott,casual,1
7,Public Rack - Chase Ave & Touhy Ave - NW,casual,1
7,Public Rack - Milwaukee Ave & Leland Ave,casual,1
7,Public Rack - 4810 Keeler Ave,casual,1
7,Public Rack - Western Ave & 110th St,casual,1
7,Public Rack - Irving Park Rd & Leclaire Ave,casual,1
7,Public Rack - Damen & 87th,casual,1
7,Spaulding Ave & 16th St,casual,1
1,Burnham Greenway & 105th St,casual,1
1,East End Ave & 87th St,casual,1
1,Ping Tom Park (East),casual,1
1,Public Rack - Kedzie Ave & 54th St - SE,casual,1
1,Public Rack - Harvard Ave & 119th St,casual,1
1,Public Rack - Marshfield Ave & 87th St,casual,1
1,Kedzie Ave & 24th St,casual,1
1,Marshfield Ave & 59th St,casual,1
1,Archer Ave & 43rd St,casual,1
1,Public Rack - Kedzie Ave & Argyle St,casual,1
1,Racine Ave & 65th St,casual,1
1,Public Rack - Kildare Ave & Division St,casual,1
1,Kostner Ave & 63rd St,casual,1
1,Public Rack - Cicero Ave & Wrightwood Ave,casual,1
1,Halsted St & 37th St,casual,1
1,N Clark St & W Elm St,casual,1
1,Public Rack - Percy Julian HS,casual,1
2,Calumet Ave & 71st St,casual,1
2,Austin Blvd & Chicago Ave,casual,1
2,Public Rack - Kedzie Ave & 54th St - SW,casual,1
2,Public Rack - Hyde Park Blvd & 55th St,casual,1
2,Public Rack - California Ave & Touhy Ave - NW,casual,1
2,Central Park Ave & Ohio St,casual,1
2,California Ave & 36th St,casual,1
2,Central Ave & Harrison St,casual,1
2,Elizabeth St & 59th St,casual,1
2,Public Rack - Western Ave & 104th St - West,casual,1
2,Public Rack - Komensky Ave & 26th St,casual,1
3,Eberhart Ave & 91st St,casual,1
3,S Wentworth Ave & W 111th St,casual,1
2,Public Rack - Princeton Ave & 43rd St,casual,1
3,Public Rack - Chase Ave & Touhy Ave - NE,casual,1
3,Public Rack - Komensky Ave & 63rd St,casual,1
3,Public Rack - Ewing Ave & 106th St,casual,1
3,Public Rack - Greenwood Ave & Lake Park Ave,casual,1
3,Sacramento Blvd & Polk St,casual,1
3,Public Rack - Keystone Ave & Irving Park Rd,casual,1
3,Public Rack - Indiana Ave & 111th St,casual,1
3,Public Rack - Evans Ave & 63rd St,casual,1
3,Pulaski Rd & 21st St,casual,1
3,Eberhart Ave & 131st St,casual,1
3,Public Rack - Western Ave & Devon Ave,casual,1
4,Jeffery Blvd & 76th St,casual,1
4,Halsted St & 96th St,casual,1
4,Public Rack - Hyde Park Blvd & 53rd St,casual,1
4,Halsted St & 73rd St,casual,1
4,Plainfield & Irving Park,casual,1
4,Kedzie Ave & 45th St,casual,1
4,Karlov Ave & Madison St,casual,1
4,Halsted St & 51st St,casual,1
4,Meade Ave & Addison St,casual,1
4,Kedzie Ave & 24th St (Temp),casual,1
4,Public Rack - Milwaukee Ave & Addison St,casual,1
4,MLK Jr Dr & 56th St,casual,1
4,Public Rack - Laramie Ave & Warwick Ave,casual,1
4,Public Rack - Karlov Ave & Milwaukee Ave,casual,1
5,Public Rack - Ewing Ave & 107th St,casual,1
5,Vincennes Ave & 75th St,casual,1
5,Public Rack - Normandy Ave & Archer Ave,casual,1
5,Rockwell St & 63rd St,casual,1
5,Public Rack - Cicero Ave & Wellington Ave,casual,1
5,Public Rack - Christiana Ave & Lawrence Ave,casual,1
5,Halsted St & 56th St,casual,1
5,Public Rack - King Dr & 115th St,casual,1
5,Public Rack - Harlem & Summerdale,casual,1
5,Public Rack - Bell Ave & 95th St,casual,1
5,Exchange Ave & 79th St,casual,1
5,Public Rack - Nordica & Archer,casual,1
5,California & 16th St,casual,1
5,Public Rack - Ada St & 119th St,casual,1
6,Public Rack - Ozanam Ave & Devon Ave,casual,1
5,Lamon Ave & Chicago Ave,casual,1
6,Public Rack - Pulaski Rd & Roosevelt Rd,casual,1
5,Public Rack - Jensen Park,casual,1
5,Vernon Ave & 75th St,casual,1
6,Public Rack - S. Kilpatrick and W. 79th,casual,1
6,Public Rack - Kedzie Ave & 83rd St,casual,1
6,California Ave & 36th St,casual,1
6,Public Rack - Oak Park & Higgins,casual,1
6,Public Rack - Michigan Ave & 67th St,casual,1
6,Public Rack - Komensky Ave & 26th St,casual,1
6,Public Rack - Washington Park Ct & 51st St,casual,1
6,Public Rack - Kolin Ave & Archer Ave,casual,1
6,Public Rack - Ewing Ave & Indianapolis Ave,casual,1
6,Public Rack - Winona St & Elston Ave,casual,1
6,Ashland Ave & 66th St,casual,1
6,State St & 123rd St,casual,1
6,Big Marsh Park,casual,1
6,Stony Island Ave & South Chicago Ave,casual,1
7,Public Rack - Cicero Ave & Le Moyne St - midblock,casual,1
7,Public Rack - Langley Ave & 49th St,casual,1
7,Kildare Ave & Chicago Ave,casual,1
7,Public Rack - King Dr & Oakwood Blvd,casual,1
7,Public Rack - Sayer & Northwest Hwy,casual,1
7,Public Rack - Stewart Ave & 123rd St,casual,1
7,Public Rack - 10101 S Stony Island Ave,casual,1
7,Rainbow Beach,casual,1
7,Public Rack - Damen Ave & 47th St,casual,1
7,Public Rack - California Ave & Devon Ave - NW,casual,1
7,Public Rack - Linder Ave & Archer Ave,casual,1
7,Public Rack - Kimball Ave & Carmen Ave,casual,1
7,Public Rack - California & 87th,casual,1
7,Michigan Ave & 71st St,casual,1
7,Public Rack - Kedzie Ave & Archer Ave,casual,1
7,Public Rack - Kimbark Ave & 67th St,casual,1
7,Halsted St & 104th St,casual,1
7,Public Rack - Central Ave & George St,casual,1
7,Public Rack - Cicero & 64th,casual,1
7,Public Rack - Evans Ave & 63rd St,casual,1
7,Public Rack - Parkside & Elston,casual,1
7,Public Rack - Irving Park Rd & Austin Ave,casual,1
7,Public Rack - N. Oakview and W. Gregory St,casual,1
7,Public Rack - Ewing Ave & 106th St NW,casual,1
7,Public Rack - McCormick Blvd & Devon Ave,casual,1
7,Public Rack - Peterson Ave & Bernard Ave,casual,1
7,MLK Jr Dr & 63rd St,casual,1
7,Public Rack - Prairie Ave & 47th St ,casual,1
1,Public Rack - Racine Ave & 109th Pl,casual,1
1,Marshfield Ave & 44th St,casual,1
1,Public Rack - Western Ave & 92nd Pl,casual,1
1,Halsted St & 63rd St,casual,1
1,Normal Ave & Archer Ave,casual,1
1,Torrence Ave & 126th Pl,casual,1
1,South Shore Dr & 67th St,casual,1
1,Public Rack - Colfax Ave & 83rd St,casual,1
1,Public Rack - Washtenaw Ave & Superior St,casual,1
1,Public Rack - Hamilton Ave & 95th St,casual,1
1,Public Rack - Talman Ave & 51st St,casual,1
2,California Ave & Marquette Rd,casual,1
2,Halsted St & 96th St,casual,1
2,Public Rack - Damen Ave & 80th St,casual,1
2,Komensky Ave & 55th St,casual,1
2,Public Rack - Kedzie Ave & Argyle St,casual,1
2,Stony Island Ave & 75th St,casual,1
2,Public Rack - Hamilton Ave & 95th St,casual,1
2,Public Rack - Chase Ave & Touhy Ave - NE,casual,1
2,Public Rack - Laramie Ave & Grand Ave,casual,1
2,Exchange Ave & 79th St,casual,1
2,Western Ave & 111th St,casual,1
2,Public Rack - Percy Julian HS,casual,1
2,Public Rack - Pulaski Rd & 65th St,casual,1
2,Pulaski Rd & Lake St,casual,1
2,Vernon Ave & 107th St,casual,1
2,Stewart Ave & 63rd St,casual,1
2,Public Rack - Western Ave & 104th St - East,casual,1
3,Public Rack - Piotrowski Park,casual,1
3,Racine Ave & 61st St,casual,1
3,Public Rack - Cottage Grove Ave & 98th St,casual,1
3,Public Rack - Houston Ave & 130th St,casual,1
3,Homan Ave & Fillmore St,casual,1
3,Public Rack - Rutherford Ave & Belmont Ave,casual,1
3,Public Rack - Loomis St & 87th St,casual,1
3,Elizabeth St & 59th St,casual,1
3,Public Rack - Kingston Ave & 75th St,casual,1
3,Public Rack - Hoyne Ave & 110th Pl,casual,1
3,Public Rack - Laflin St & 51st St,casual,1
3,Central Ave & Madison St,casual,1
3,Public Rack - Western Ave & 98th St,casual,1
3,Jeffery Blvd & 71st St,casual,1
3,Public Rack - Laramie Ave & Fullerton Ave,casual,1
3,Narragansett Ave & School St,casual,1
4,Dauphin Ave & 103rd St,casual,1
4,Panama Ave & Grace St,casual,1
4,Public Rack - Karlov Ave & Kamerling Ave,casual,1
4,Nordica & Medill,casual,1
4,Jeffery Blvd & 71st St,casual,1
4,Public Rack - Milwaukee Ave & School St,casual,1
4,Public Rack - State ST & 42nd St,casual,1
4,Kenneth Ave & 50th St,casual,1
4,Homewood Ave & 115th St,casual,1
4,Public Rack - Linder Ave & Belmont Ave,casual,1
4,Ellis Ave & 83rd St,casual,1
4,Public Rack - California Ave & Pershing Rd,casual,1
4,Cicero Ave & Grace St,casual,1
4,Troy St & Jackson Blvd,casual,1
5,Public Rack - Ashland Ave & 76th St,casual,1
5,Halsted St & 59th St,casual,1
5,Public Rack - Forest Glen & Peterson,casual,1
5,Laramie Ave & Gladys Ave,casual,1
5,Public Rack - Kedzie Ave & 64th St - SE,casual,1
5,Public Rack - Kedzie & 73rd,casual,1
5,Stewart Ave & 83rd St,casual,1
5,Racine Ave & 61st St,casual,1
5,Public Rack - Kimball Ave & Lawrence Ave,casual,1
5,Public Rack - Haft Ave & Milwaukee Ave,casual,1
5,Public Rack - Norwood Park,casual,1
5,Public Rack - Horner & 85th,casual,1
5,Stony Island Ave & South Chicago Ave,casual,1
5,Public Rack - Eli Whitney Public School,casual,1
5,Public Rack - Houston Ave & 131st St,casual,1
5,Public Rack - Central & Berteau,casual,1
5,Public Rack - Michele Clark Magnet High School,casual,1
5,Public Rack - Laramie Ave & Belmont Ave,casual,1
5,Maplewood Ave & 59th St,casual,1
5,Public Rack - Kedzie Ave & 54th Pl,casual,1
5,Public Rack - Halsted St & 76th St,casual,1
6,Central Ave & Roscoe St,casual,1
6,Public Rack - Christiana Ave & Bryn Mawr Ave,casual,1
6,Public Rack - Pulaski & Rosemont,casual,1
6,Public Rack - Halsted St & 95th St - SW,casual,1
6,Public Rack - Vincennes Ave & 95th St,casual,1
6,Public Rack - Kimball & Ardmore,casual,1
6,Public Rack - Jeffrey Blvd & 71st St,casual,1
6,Public Rack - Harvard Ave & 119th St,casual,1
6,Public Rack - Wolcott Ave & 61st St,casual,1
6,Public Rack - Kedzie Ave & 61st Pl W,casual,1
6,Public Rack - Vincennes Ave & 77th St,casual,1
6,Public Rack - Spaulding Ave & Foster Ave,casual,1
6,Public Rack - Yates Ave & 100th St,casual,1
6,Public Rack - Ewing Ave & 99th St,casual,1
6,Public Rack - Kenton Ave & Palmer St,casual,1
6,Archer Ave & 43rd St,casual,1
6,Public Rack - Keystone Ave & North Ave,casual,1
6,Parkside Ave & Armitage Ave,casual,1
6,Prospect Sq & 91st St,casual,1
6,Public Rack - Mango & Higgins,casual,1
6,Public Rack - Western Ave & Jarvis Ave,casual,1
6,Public Rack - Lawrence Ave & Kimball Ave,casual,1
6,Public Rack - Stony Island & 87th St,casual,1
6,Lawler Ave & 50th St,casual,1
6,Public Rack - Kedzie Ave & Argyle St,casual,1
6,Public Rack - Winchester Ave & 87th St,casual,1
7,Public Rack - Springfield & 79th,casual,1
6,Public Rack - Robert Fulton Elementary School,casual,1
7,Public Rack - Hamlin Ave & Grand Ave,casual,1
7,S Aberdeen St & W 106th St,casual,1
7,Public Rack - Talman Ave & 51st St,casual,1
7,Public Rack - Nagel & Higgins,casual,1
7,Public Rack - Panama Ave & Forest Preserve Ave,casual,1
7,Hamlin Ave & Grand Ave,casual,1
7,Public Rack - Bernard St & Foster Ave,casual,1
7,Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,casual,1
7,Public Rack - Central Park & Bryn Mawr,casual,1
7,Public Rack - Prairie Ave & 85th St,casual,1
7,Public Rack - Irving Park Rd & Melvina Ave,casual,1
7,Public Rack - Ashland Ave & 76th St,casual,1
7,Troy St & Jackson Blvd,casual,1
7,Public Rack - Buffalo Ave & 89th St,casual,1
7,Public Rack - Sacramento Ave & Devon Ave,casual,1
3,,member,26616
2,,member,16052
1,,member,14783
5,,member,6932
7,Streeter Dr & Grand Ave,member,1830
1,University Ave & 57th St,member,1797
3,Clinton St & Washington Blvd,member,1724
3,Kingsbury St & Kinzie St,member,1673
2,University Ave & 57th St,member,1664
1,Ellis Ave & 60th St,member,1539
3,Ellis Ave & 60th St,member,1521
3,University Ave & 57th St,member,1518
3,Clark St & Elm St,member,1489
1,Clinton St & Washington Blvd,member,1433
3,Canal St & Adams St,member,1420
3,Clinton St & Madison St,member,1339
2,Ellis Ave & 60th St,member,1272
4,Kingsbury St & Kinzie St,member,1259
3,Larrabee St & Kingsbury St,member,1243
1,Ellis Ave & 55th St,member,1220
2,Clinton St & Washington Blvd,member,1212
3,Loomis St & Lexington St,member,1196
1,Clark St & Elm St,member,1190
3,Wells St & Huron St,member,1176
3,Wells St & Concord Ln,member,1176
3,Wells St & Elm St,member,1156
2,Kingsbury St & Kinzie St,member,1147
1,State St & Chicago Ave,member,1141
4,Clark St & Elm St,member,1136
3,Dearborn St & Monroe St,member,1131
3,Orleans St & Merchandise Mart Plaza,member,1129
3,State St & Chicago Ave,member,1124
3,Clinton St & Jackson Blvd,member,1112
1,Kingsbury St & Kinzie St,member,1109
3,Wells St & Hubbard St,member,1073
2,State St & Chicago Ave,member,1054
3,Ellis Ave & 55th St,member,1051
2,Loomis St & Lexington St,member,1044
3,Morgan St & Polk St,member,1044
2,Ellis Ave & 55th St,member,1036
3,Halsted St & Polk St,member,1010
3,Broadway & Barry Ave,member,1005
6,Streeter Dr & Grand Ave,member,1004
2,Clark St & Elm St,member,998
4,Ellis Ave & 60th St,member,994
4,State St & 33rd St,member,977
3,Wabash Ave & Grand Ave,member,975
3,State St & 33rd St,member,972
3,Canal St & Madison St,member,962
3,Sheffield Ave & Fullerton Ave,member,960
3,St. Clair St & Erie St,member,959
3,Dearborn St & Erie St,member,950
3,LaSalle St & Jackson Blvd,member,939
2,Larrabee St & Kingsbury St,member,933
7,DuSable Lake Shore Dr & Monroe St,member,918
1,Loomis St & Lexington St,member,917
3,Desplaines St & Kinzie St,member,915
4,,member,915
3,Kingsbury St & Erie St,member,907
3,Michigan Ave & Lake St,member,907
2,Morgan St & Polk St,member,893
3,Clinton St & Lake St,member,891
3,Canal St & Monroe St,member,888
3,Daley Center Plaza,member,887
2,Clinton St & Jackson Blvd,member,874
5,University Ave & 57th St,member,874
1,State St & 33rd St,member,868
7,DuSable Lake Shore Dr & North Blvd,member,868
3,State St & Kinzie St,member,861
3,Wilton Ave & Belmont Ave,member,852
3,Broadway & Waveland Ave,member,851
3,Franklin St & Jackson Blvd,member,846
4,Larrabee St & Kingsbury St,member,846
3,Green St & Madison St,member,843
3,Dearborn Pkwy & Delaware Pl,member,842
3,Franklin St & Lake St,member,837
3,Franklin St & Monroe St,member,835
3,LaSalle St & Illinois St,member,830
3,Michigan Ave & Washington St,member,825
3,Wolcott Ave & Polk St,member,824
2,State St & 33rd St,member,823
1,Wells St & Concord Ln,member,822
3,Indiana Ave & Roosevelt Rd,member,820
2,Wells St & Huron St,member,815
1,Canal St & Adams St,member,808
1,Wells St & Huron St,member,804
4,Halsted St & Clybourn Ave,member,802
3,Clark St & Wrightwood Ave,member,801
1,Halsted St & Polk St,member,800
1,Wells St & Elm St,member,800
3,Ashland Ave & Division St,member,798
3,Peoria St & Jackson Blvd,member,797
2,Dearborn St & Erie St,member,794
2,St. Clair St & Erie St,member,792
7,Clark St & Elm St,member,789
3,Halsted St & Clybourn Ave,member,788
4,Wells St & Elm St,member,773
4,Green St & Madison St,member,773
6,Theater on the Lake,member,773
3,Canal St & Jackson Blvd,member,767
3,Sheridan Rd & Irving Park Rd,member,766
3,Ravenswood Ave & Lawrence Ave,member,761
6,Millennium Park,member,761
1,Clinton St & Madison St,member,760
1,Orleans St & Merchandise Mart Plaza,member,758
3,Wabash Ave & Roosevelt Rd,member,747
4,Desplaines St & Kinzie St,member,746
1,Michigan Ave & Lake St,member,742
3,Lincoln Ave & Fullerton Ave,member,739
1,Wells St & Hubbard St,member,733
2,Canal St & Adams St,member,732
2,Michigan Ave & Lake St,member,731
4,Racine Ave & Fullerton Ave,member,731
2,Halsted St & Polk St,member,727
1,Sheffield Ave & Fullerton Ave,member,724
4,Dearborn St & Erie St,member,724
5,Ellis Ave & 60th St,member,723
3,Damen Ave & Pierce Ave,member,719
4,Michigan Ave & Lake St,member,719
1,Broadway & Barry Ave,member,716
3,Clark St & Schiller St,member,712
3,McClurg Ct & Erie St,member,711
3,Federal St & Polk St,member,710
1,Larrabee St & Kingsbury St,member,708
4,Lincoln Ave & Fullerton Ave,member,705
3,Clark St & Armitage Ave,member,704
2,Dearborn St & Monroe St,member,702
3,Columbus Dr & Randolph St,member,698
1,Franklin St & Jackson Blvd,member,697
3,Clark St & Randolph St,member,695
3,900 W Harrison St,member,694
2,Michigan Ave & Washington St,member,690
3,Franklin St & Chicago Ave,member,690
1,Clinton St & Jackson Blvd,member,685
4,LaSalle St & Illinois St,member,685
2,Broadway & Barry Ave,member,683
3,McClurg Ct & Ohio St,member,683
3,Clark St & Drummond Pl,member,682
3,Halsted St & Roscoe St,member,681
3,Halsted St & Wrightwood Ave,member,680
2,Clinton St & Madison St,member,674
4,Kingsbury St & Erie St,member,674
4,DuSable Lake Shore Dr & North Blvd,member,674
2,Daley Center Plaza,member,673
4,Clinton St & Jackson Blvd,member,673
4,Clark St & Armitage Ave,member,669
1,Green St & Madison St,member,668
1,Dearborn St & Erie St,member,668
3,Wacker Dr & Washington St,member,668
1,Wabash Ave & Grand Ave,member,664
5,Streeter Dr & Grand Ave,member,661
2,Wolcott Ave & Polk St,member,660
3,Kimbark Ave & 53rd St,member,660
3,Desplaines St & Jackson Blvd,member,660
1,St. Clair St & Erie St,member,659
2,Green St & Madison St,member,659
3,Fairbanks Ct & Grand Ave,member,658
3,New St & Illinois St,member,655
2,Kimbark Ave & 53rd St,member,648
2,Dearborn Pkwy & Delaware Pl,member,646
3,Southport Ave & Waveland Ave,member,646
1,LaSalle St & Illinois St,member,645
3,Clark St & Lake St,member,645
2,LaSalle St & Illinois St,member,644
2,Broadway & Waveland Ave,member,641
3,Racine Ave & Fullerton Ave,member,639
3,Aberdeen St & Jackson Blvd,member,638
2,Canal St & Madison St,member,637
4,MLK Jr Dr & 29th St,member,637
4,Damen Ave & Pierce Ave,member,632
3,Franklin St & Adams St (Temp),member,630
3,May St & Taylor St,member,627
2,Wabash Ave & Roosevelt Rd,member,626
7,Michigan Ave & Oak St,member,626
3,Broadway & Cornelia Ave,member,625
3,State St & Randolph St,member,622
4,Pine Grove Ave & Waveland Ave,member,619
3,Southport Ave & Roscoe St,member,617
2,Clinton St & Lake St,member,616
2,Wilton Ave & Belmont Ave,member,615
2,Franklin St & Lake St,member,613
3,Pine Grove Ave & Waveland Ave,member,611
3,Sangamon St & Lake St,member,610
3,Clark St & Newport St,member,610
3,Mies van der Rohe Way & Chicago Ave,member,608
3,Rush St & Superior St,member,608
4,Peoria St & Jackson Blvd,member,608
2,Canal St & Monroe St,member,603
4,Aberdeen St & Jackson Blvd,member,602
3,Sheffield Ave & Webster Ave,member,600
1,Franklin St & Monroe St,member,596
4,Halsted St & Roscoe St,member,596
4,Franklin St & Jackson Blvd,member,592
1,Dearborn Pkwy & Delaware Pl,member,590
3,Sedgwick St & Huron St,member,590
4,Calumet Ave & 33rd St,member,590
2,Indiana Ave & Roosevelt Rd,member,589
5,DuSable Lake Shore Dr & North Blvd,member,589
1,McClurg Ct & Erie St,member,588
2,Clark St & Wrightwood Ave,member,586
2,Orleans St & Merchandise Mart Plaza,member,585
2,Peoria St & Jackson Blvd,member,585
7,Theater on the Lake,member,585
4,Clinton St & Lake St,member,584
4,Halsted St & Polk St,member,584
6,DuSable Lake Shore Dr & North Blvd,member,584
3,Rush St & Cedar St,member,579
5,Wells St & Elm St,member,578
2,Wells St & Elm St,member,577
3,Wabash Ave & 9th St,member,573
7,Millennium Park,member,572
1,Morgan St & Polk St,member,571
2,Franklin St & Jackson Blvd,member,571
3,Milwaukee Ave & Grand Ave,member,571
4,Wabash Ave & Grand Ave,member,571
3,Wilton Ave & Diversey Pkwy,member,568
4,DuSable Lake Shore Dr & Diversey Pkwy,member,567
6,Wells St & Concord Ln,member,565
4,Federal St & Polk St,member,561
2,Ashland Ave & Division St,member,558
6,Michigan Ave & Oak St,member,558
3,MLK Jr Dr & 29th St,member,557
6,Pine Grove Ave & Waveland Ave,member,553
3,Ogden Ave & Chicago Ave,member,552
5,State St & Chicago Ave,member,552
6,Broadway & Barry Ave,member,551
2,Wells St & Concord Ln,member,550
3,Carpenter St & Huron St,member,550
5,Clark St & Elm St,member,550
1,Columbus Dr & Randolph St,member,549
5,Sheffield Ave & Fullerton Ave,member,546
3,Clark St & Lincoln Ave,member,545
3,Larrabee St & Webster Ave,member,542
3,Broadway & Sheridan Rd,member,542
4,Columbus Dr & Randolph St,member,542
3,Clark St & Chicago Ave,member,540
7,Clark St & Armitage Ave,member,540
7,Wells St & Elm St,member,540
1,Broadway & Waveland Ave,member,537
2,Damen Ave & Pierce Ave,member,536
7,Kingsbury St & Kinzie St,member,536
2,Franklin St & Chicago Ave,member,533
3,Sheridan Rd & Montrose Ave,member,533
7,Dusable Harbor,member,532
1,Dearborn St & Monroe St,member,531
3,Sheffield Ave & Wellington Ave,member,527
4,Orleans St & Merchandise Mart Plaza,member,527
3,Dearborn St & Adams St,member,526
3,Sheffield Ave & Waveland Ave,member,525
3,Sheffield Ave & Kingsbury St,member,524
3,Clark St & Winnemac Ave,member,524
3,Calumet Ave & 33rd St,member,522
6,State St & Chicago Ave,member,522
4,Halsted St & Dickens Ave,member,520
7,DuSable Lake Shore Dr & Diversey Pkwy,member,520
1,Desplaines St & Kinzie St,member,519
2,State St & Kinzie St,member,519
2,Wells St & Hubbard St,member,519
4,Broadway & Sheridan Rd,member,519
1,Clinton St & Lake St,member,518
1,Fairbanks Ct & Grand Ave,member,516
1,Pine Grove Ave & Waveland Ave,member,516
6,DuSable Lake Shore Dr & Belmont Ave,member,516
1,Clark St & Wrightwood Ave,member,515
3,Sedgwick St & North Ave,member,515
4,Ashland Ave & Division St,member,515
7,Wells St & Concord Ln,member,513
1,Sheridan Rd & Irving Park Rd,member,512
3,Sedgwick St & Webster Ave,member,510
3,Franklin St & Illinois St,member,510
3,Ellis Ave & 58th St,member,510
